player_name,college,birthdate,draft_age,seasons_found,seasons_data,breakout_season,breakout_age,peak_dominator,peak_dominator_season,status
Jalil Farooq,Maryland,2001-09-13,23,1,"[{""season"": 2025, ""cfbd_name"": ""Jalil Farooq"", ""player_rec_yards"": 545.0, ""player_rec_tds"": 4.0, ""team_rec_yards"": 3068.0, ""team_rec_tds"": 18.0, ""dominator"": 0.199931189337969, ""dominator_pct"": 19.9931189337969, ""age_at_season"": 23}]",,,19.9931189337969,2025.0,never_hit_20pct
Romello Brinson,SMU,MISSING,22,3,"[{""season"": 2023, ""cfbd_name"": ""Romello Brinson"", ""player_rec_yards"": 431.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 3897.0, ""team_rec_tds"": 33.0, ""dominator"": 0.08560197821167798, ""dominator_pct"": 8.560197821167797, ""age_at_season"": null}, {""season"": 2024, ""cfbd_name"": ""Romello Brinson"", ""player_rec_yards"": 141.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3610.0, ""team_rec_tds"": 28.0, ""dominator"": 0.019529085872576176, ""dominator_pct"": 1.9529085872576175, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Romello Brinson"", ""player_rec_yards"": 638.0, ""player_rec_tds"": 3.0, ""team_rec_yards"": 3680.0, ""team_rec_tds"": 26.0, ""dominator"": 0.14437709030100335, ""dominator_pct"": 14.437709030100335, ""age_at_season"": null}]",,,14.437709030100335,2025.0,never_hit_20pct
Jalen Walthall,Incarnate Word,MISSING,MISSING,2,"[{""season"": 2024, ""cfbd_name"": ""Jalen Walthall"", ""player_rec_yards"": 1261.0, ""player_rec_tds"": 14.0, ""team_rec_yards"": 3096.0, ""team_rec_tds"": 34.0, ""dominator"": 0.40953222374221004, ""dominator_pct"": 40.953222374221006, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Jalen Walthall"", ""player_rec_yards"": 847.0, ""player_rec_tds"": 8.0, ""team_rec_yards"": 1687.0, ""team_rec_tds"": 13.0, ""dominator"": 0.558729652090648, ""dominator_pct"": 55.872965209064795, ""age_at_season"": null}]",2024.0,,55.872965209064795,2025.0,breakout_found
Chase Roberts,BYU,MISSING,MISSING,4,"[{""season"": 2022, ""cfbd_name"": ""Chase Roberts"", ""player_rec_yards"": 357.0, ""player_rec_tds"": 3.0, ""team_rec_yards"": 3246.0, ""team_rec_tds"": 32.0, ""dominator"": 0.10186575785582255, ""dominator_pct"": 10.186575785582255, ""age_at_season"": null}, {""season"": 2023, ""cfbd_name"": ""Chase Roberts"", ""player_rec_yards"": 573.0, ""player_rec_tds"": 5.0, ""team_rec_yards"": 2465.0, ""team_rec_tds"": 17.0, ""dominator"": 0.26328600405679514, ""dominator_pct"": 26.328600405679513, ""age_at_season"": null}, {""season"": 2024, ""cfbd_name"": ""Chase Roberts"", ""player_rec_yards"": 803.0, ""player_rec_tds"": 3.0, ""team_rec_yards"": 2956.0, ""team_rec_tds"": 20.0, ""dominator"": 0.21082543978349122, ""dominator_pct"": 21.082543978349122, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Chase Roberts"", ""player_rec_yards"": 802.0, ""player_rec_tds"": 6.0, ""team_rec_yards"": 3096.0, ""team_rec_tds"": 15.0, ""dominator"": 0.32952196382428944, ""dominator_pct"": 32.952196382428944, ""age_at_season"": null}]",2023.0,,32.952196382428944,2025.0,breakout_found
Emmanuel Henderson,Kansas,2003-03-21,22,1,"[{""season"": 2025, ""cfbd_name"": ""Emmanuel Henderson Jr."", ""player_rec_yards"": 766.0, ""player_rec_tds"": 5.0, ""team_rec_yards"": 2640.0, ""team_rec_tds"": 23.0, ""dominator"": 0.2537714097496706, ""dominator_pct"": 25.377140974967062, ""age_at_season"": 22}]",2025.0,22.0,25.377140974967062,2025.0,breakout_found
Zavion Thomas,LSU,2004-09-14,20,5,"[{""season"": 2021, ""cfbd_name"": ""Brian Thomas Jr."", ""player_rec_yards"": 359.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 3308.0, ""team_rec_tds"": 32.0, ""dominator"": 0.08551239419588876, ""dominator_pct"": 8.551239419588876, ""age_at_season"": 16}, {""season"": 2022, ""cfbd_name"": ""Brian Thomas Jr."", ""player_rec_yards"": 372.0, ""player_rec_tds"": 5.0, ""team_rec_yards"": 3770.0, ""team_rec_tds"": 23.0, ""dominator"": 0.15803252220043823, ""dominator_pct"": 15.803252220043824, ""age_at_season"": 17}, {""season"": 2023, ""cfbd_name"": ""Brian Thomas Jr."", ""player_rec_yards"": 1177.0, ""player_rec_tds"": 17.0, ""team_rec_yards"": 4407.0, ""team_rec_tds"": 44.0, ""dominator"": 0.32671937207335433, ""dominator_pct"": 32.67193720733543, ""age_at_season"": 18}, {""season"": 2024, ""cfbd_name"": ""Zavion Thomas"", ""player_rec_yards"": 218.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 4084.0, ""team_rec_tds"": 29.0, ""dominator"": 0.06117227869904421, ""dominator_pct"": 6.117227869904421, ""age_at_season"": 19}, {""season"": 2025, ""cfbd_name"": ""Zavion Thomas"", ""player_rec_yards"": 488.0, ""player_rec_tds"": 4.0, ""team_rec_yards"": 2984.0, ""team_rec_tds"": 20.0, ""dominator"": 0.18176943699731904, ""dominator_pct"": 18.176943699731904, ""age_at_season"": 20}]",2023.0,18.0,32.67193720733543,2023.0,breakout_found
Trebor Pena,Penn State,2002-02-21,23,1,"[{""season"": 2025, ""cfbd_name"": ""Trebor Pena"", ""player_rec_yards"": 552.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 2439.0, ""team_rec_tds"": 16.0, ""dominator"": 0.1756611316113161, ""dominator_pct"": 17.56611316113161, ""age_at_season"": 23}]",,,17.56611316113161,2025.0,never_hit_20pct
Jaquaize Pettaway,East Carolina,MISSING,20,1,"[{""season"": 2025, ""cfbd_name"": ""Jaquaize Pettaway"", ""player_rec_yards"": 32.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3545.0, ""team_rec_tds"": 22.0, ""dominator"": 0.004513399153737658, ""dominator_pct"": 0.45133991537376583, ""age_at_season"": null}]",,,0.45133991537376583,2025.0,never_hit_20pct
Raymond Cottrell,Texas A&M,MISSING,20,1,"[{""season"": 2023, ""cfbd_name"": ""Raymond Cottrell"", ""player_rec_yards"": 13.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3520.0, ""team_rec_tds"": 24.0, ""dominator"": 0.02267992424242424, ""dominator_pct"": 2.2679924242424243, ""age_at_season"": null}]",,,2.2679924242424243,2023.0,never_hit_20pct
Nathan Leacock,North Carolina,2004-11-22,21,1,"[{""season"": 2025, ""cfbd_name"": ""Nathan Leacock"", ""player_rec_yards"": 48.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2207.0, ""team_rec_tds"": 13.0, ""dominator"": 0.010874490258269144, ""dominator_pct"": 1.0874490258269145, ""age_at_season"": 20}]",,,1.0874490258269145,2025.0,never_hit_20pct
Anthony Evans III,Mississippi State,2005-06-20,20,1,"[{""season"": 2025, ""cfbd_name"": ""Anthony Evans III"", ""player_rec_yards"": 831.0, ""player_rec_tds"": 4.0, ""team_rec_yards"": 3138.0, ""team_rec_tds"": 20.0, ""dominator"": 0.23240917782026768, ""dominator_pct"": 23.240917782026767, ""age_at_season"": 20}]",2025.0,20.0,23.240917782026767,2025.0,breakout_found
Jalen Brown,Arkansas,MISSING,20,2,"[{""season"": 2024, ""cfbd_name"": ""Khafre Brown"", ""player_rec_yards"": 42.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3569.0, ""team_rec_tds"": 16.0, ""dominator"": 0.005884001120762118, ""dominator_pct"": 0.5884001120762118, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Jalen Brown"", ""player_rec_yards"": 167.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 3155.0, ""team_rec_tds"": 22.0, ""dominator"": 0.07192047255438698, ""dominator_pct"": 7.192047255438698, ""age_at_season"": null}]",,,7.192047255438698,2025.0,never_hit_20pct
Brandon Inniss,Ohio State,2004-10-07,20,3,"[{""season"": 2023, ""cfbd_name"": ""Brandon Inniss"", ""player_rec_yards"": 58.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3498.0, ""team_rec_tds"": 26.0, ""dominator"": 0.027521220917447332, ""dominator_pct"": 2.752122091744733, ""age_at_season"": 18}, {""season"": 2024, ""cfbd_name"": ""Brandon Inniss"", ""player_rec_yards"": 176.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 4208.0, ""team_rec_tds"": 37.0, ""dominator"": 0.03442606104203062, ""dominator_pct"": 3.4426061042030622, ""age_at_season"": 19}, {""season"": 2025, ""cfbd_name"": ""Brandon Inniss"", ""player_rec_yards"": 271.0, ""player_rec_tds"": 3.0, ""team_rec_yards"": 3755.0, ""team_rec_tds"": 33.0, ""dominator"": 0.08153976516160272, ""dominator_pct"": 8.153976516160272, ""age_at_season"": 20}]",,,8.153976516160272,2025.0,never_hit_20pct
Ryan Niblett,Texas,2004-11-17,20,2,"[{""season"": 2024, ""cfbd_name"": ""Ryan Niblett"", ""player_rec_yards"": 24.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 4410.0, ""team_rec_tds"": 40.0, ""dominator"": 0.0027210884353741495, ""dominator_pct"": 0.27210884353741494, ""age_at_season"": 19}, {""season"": 2025, ""cfbd_name"": ""Ryan Niblett"", ""player_rec_yards"": 60.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3259.0, ""team_rec_tds"": 28.0, ""dominator"": 0.009205277692543725, ""dominator_pct"": 0.9205277692543725, ""age_at_season"": 20}]",,,0.9205277692543725,2025.0,never_hit_20pct
Cordale Russell,Colorado,MISSING,20,2,"[{""season"": 2021, ""cfbd_name"": ""Brady Russell"", ""player_rec_yards"": 307.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 1575.0, ""team_rec_tds"": 10.0, ""dominator"": 0.09746031746031746, ""dominator_pct"": 9.746031746031745, ""age_at_season"": null}, {""season"": 2022, ""cfbd_name"": ""Brady Russell"", ""player_rec_yards"": 153.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2075.0, ""team_rec_tds"": 10.0, ""dominator"": 0.03686746987951807, ""dominator_pct"": 3.686746987951807, ""age_at_season"": null}]",,,9.746031746031745,2021.0,never_hit_20pct
Ayden Williams,Mississippi State,MISSING,20,3,"[{""season"": 2021, ""cfbd_name"": ""Austin Williams"", ""player_rec_yards"": 617.0, ""player_rec_tds"": 4.0, ""team_rec_yards"": 4918.0, ""team_rec_tds"": 37.0, ""dominator"": 0.11678280557906423, ""dominator_pct"": 11.678280557906422, ""age_at_season"": null}, {""season"": 2022, ""cfbd_name"": ""Austin Williams"", ""player_rec_yards"": 291.0, ""player_rec_tds"": 5.0, ""team_rec_yards"": 4035.0, ""team_rec_tds"": 36.0, ""dominator"": 0.10550392399834779, ""dominator_pct"": 10.550392399834779, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Ayden Williams"", ""player_rec_yards"": 252.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3138.0, ""team_rec_tds"": 20.0, ""dominator"": 0.040152963671128104, ""dominator_pct"": 4.015296367112811, ""age_at_season"": null}]",,,11.678280557906422,2021.0,never_hit_20pct
Braylon James,Notre Dame,MISSING,20,1,"[{""season"": 2023, ""cfbd_name"": ""Braylon James"", ""player_rec_yards"": 12.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3205.0, ""team_rec_tds"": 31.0, ""dominator"": 0.00187207488299532, ""dominator_pct"": 0.187207488299532, ""age_at_season"": null}]",,,0.187207488299532,2023.0,never_hit_20pct
London Humphreys,Georgia,2005-05-13,20,2,"[{""season"": 2024, ""cfbd_name"": ""London Humphreys"", ""player_rec_yards"": 244.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 3952.0, ""team_rec_tds"": 29.0, ""dominator"": 0.06535320396481921, ""dominator_pct"": 6.535320396481921, ""age_at_season"": 19}, {""season"": 2025, ""cfbd_name"": ""London Humphreys"", ""player_rec_yards"": 276.0, ""player_rec_tds"": 3.0, ""team_rec_yards"": 3083.0, ""team_rec_tds"": 25.0, ""dominator"": 0.1047615958481998, ""dominator_pct"": 10.47615958481998, ""age_at_season"": 20}]",,,10.47615958481998,2025.0,never_hit_20pct
Tyler Brown,Clemson,2005-06-14,20,4,"[{""season"": 2021, ""cfbd_name"": ""Will Brown"", ""player_rec_yards"": 38.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2485.0, ""team_rec_tds"": 12.0, ""dominator"": 0.007645875251509054, ""dominator_pct"": 0.7645875251509054, ""age_at_season"": 16}, {""season"": 2023, ""cfbd_name"": ""Tyler Brown"", ""player_rec_yards"": 531.0, ""player_rec_tds"": 4.0, ""team_rec_yards"": 2969.0, ""team_rec_tds"": 20.0, ""dominator"": 0.18942404850117886, ""dominator_pct"": 18.942404850117885, ""age_at_season"": 18}, {""season"": 2024, ""cfbd_name"": ""Tyler Brown"", ""player_rec_yards"": 30.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3899.0, ""team_rec_tds"": 37.0, ""dominator"": 0.003847140292382662, ""dominator_pct"": 0.3847140292382662, ""age_at_season"": 19}, {""season"": 2025, ""cfbd_name"": ""Tyler Brown"", ""player_rec_yards"": 191.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3481.0, ""team_rec_tds"": 22.0, ""dominator"": 0.027434645216891696, ""dominator_pct"": 2.7434645216891695, ""age_at_season"": 20}]",,,18.942404850117885,2023.0,never_hit_20pct
Mikey Matthews,UCLA,MISSING,20,1,"[{""season"": 2025, ""cfbd_name"": ""Mikey Matthews"", ""player_rec_yards"": 348.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 2163.0, ""team_rec_tds"": 15.0, ""dominator"": 0.14711049468331022, ""dominator_pct"": 14.711049468331023, ""age_at_season"": null}]",,,14.711049468331023,2025.0,never_hit_20pct
Antonio Gates Jr.,Michigan State,2003-10-06,21,2,"[{""season"": 2023, ""cfbd_name"": ""Antonio Gates Jr."", ""player_rec_yards"": 82.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 2366.0, ""team_rec_tds"": 14.0, ""dominator"": 0.053043110735418425, ""dominator_pct"": 5.304311073541842, ""age_at_season"": 19}, {""season"": 2024, ""cfbd_name"": ""Antonio Gates Jr."", ""player_rec_yards"": 49.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2617.0, ""team_rec_tds"": 13.0, ""dominator"": 0.009361864730607567, ""dominator_pct"": 0.9361864730607566, ""age_at_season"": 20}]",,,5.304311073541842,2023.0,never_hit_20pct
C.J. Williams,Stanford,MISSING,MISSING,1,"[{""season"": 2025, ""cfbd_name"": ""CJ Williams"", ""player_rec_yards"": 757.0, ""player_rec_tds"": 6.0, ""team_rec_yards"": 2664.0, ""team_rec_tds"": 14.0, ""dominator"": 0.35636529386529386, ""dominator_pct"": 35.63652938652939, ""age_at_season"": null}]",2025.0,,35.63652938652939,2025.0,breakout_found
Andre Greene Jr.,Virginia,MISSING,MISSING,2,"[{""season"": 2024, ""cfbd_name"": ""Andre Greene Jr."", ""player_rec_yards"": 74.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2748.0, ""team_rec_tds"": 16.0, ""dominator"": 0.013464337700145561, ""dominator_pct"": 1.346433770014556, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Andre Greene Jr."", ""player_rec_yards"": 7.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3348.0, ""team_rec_tds"": 18.0, ""dominator"": 0.001045400238948626, ""dominator_pct"": 0.1045400238948626, ""age_at_season"": null}]",,,1.346433770014556,2024.0,never_hit_20pct
Kobe Prentice,Baylor,2004-03-10,21,1,"[{""season"": 2025, ""cfbd_name"": ""Kobe Prentice"", ""player_rec_yards"": 380.0, ""player_rec_tds"": 6.0, ""team_rec_yards"": 3715.0, ""team_rec_tds"": 31.0, ""dominator"": 0.14791820431554725, ""dominator_pct"": 14.791820431554726, ""age_at_season"": 21}]",,,14.791820431554726,2025.0,never_hit_20pct
Kyion Grayes,California,MISSING,MISSING,2,"[{""season"": 2024, ""cfbd_name"": ""Kyion Grayes"", ""player_rec_yards"": 22.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3362.0, ""team_rec_tds"": 16.0, ""dominator"": 0.003271861986912552, ""dominator_pct"": 0.3271861986912552, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Kyion Grayes"", ""player_rec_yards"": 10.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3579.0, ""team_rec_tds"": 20.0, ""dominator"": 0.0013970382788488405, ""dominator_pct"": 0.13970382788488406, ""age_at_season"": null}]",,,0.3271861986912552,2024.0,never_hit_20pct
Braylin Presley,Tulsa,2003-10-24,21,3,"[{""season"": 2023, ""cfbd_name"": ""Braylin Presley"", ""player_rec_yards"": 122.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2456.0, ""team_rec_tds"": 20.0, ""dominator"": 0.0248371335504886, ""dominator_pct"": 2.48371335504886, ""age_at_season"": 19}, {""season"": 2024, ""cfbd_name"": ""Braylin Presley"", ""player_rec_yards"": 73.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2863.0, ""team_rec_tds"": 23.0, ""dominator"": 0.012748864827104436, ""dominator_pct"": 1.2748864827104436, ""age_at_season"": 20}, {""season"": 2025, ""cfbd_name"": ""Braylin Presley"", ""player_rec_yards"": 115.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 2670.0, ""team_rec_tds"": 15.0, ""dominator"": 0.054868913857677906, ""dominator_pct"": 5.486891385767791, ""age_at_season"": 21}]",,,5.486891385767791,2025.0,never_hit_20pct
Talyn Shettron,Oklahoma State,MISSING,MISSING,3,"[{""season"": 2022, ""cfbd_name"": ""Talyn Shettron"", ""player_rec_yards"": 31.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3634.0, ""team_rec_tds"": 24.0, ""dominator"": 0.02509860576041093, ""dominator_pct"": 2.5098605760410932, ""age_at_season"": null}, {""season"": 2023, ""cfbd_name"": ""Talyn Shettron"", ""player_rec_yards"": 78.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3871.0, ""team_rec_tds"": 18.0, ""dominator"": 0.010074916042366313, ""dominator_pct"": 1.0074916042366313, ""age_at_season"": null}, {""season"": 2024, ""cfbd_name"": ""Talyn Shettron"", ""player_rec_yards"": 245.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3176.0, ""team_rec_tds"": 22.0, ""dominator"": 0.061297801694527136, ""dominator_pct"": 6.129780169452713, ""age_at_season"": null}]",,,6.129780169452713,2024.0,never_hit_20pct
Tobias Merriweather,Utah,MISSING,MISSING,1,"[{""season"": 2025, ""cfbd_name"": ""Tobias Merriweather"", ""player_rec_yards"": 130.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2816.0, ""team_rec_tds"": 27.0, ""dominator"": 0.023082386363636364, ""dominator_pct"": 2.3082386363636362, ""age_at_season"": null}]",,,2.3082386363636362,2025.0,never_hit_20pct
